session_id,object_position,heading,target,value,time,view_point
8,570,225,0,102.1715,6.15799999999581,180
8,140,225,45,256.1225,12.9059999999954,180
8,573,225,45,135,6.74700000000303,180
8,142,225,90,263.5119,14.8320000000022,180
8,576,225,90,135,8.88200000000506,180
8,148,225,135,267.9786,19.5930000000008,180
8,578,225,135,178.8767,9.84700000000157,180
8,147,225,180,7.373766,6.4910000000018,180
8,376,225,180,303.2209,15.6889999999985,180
8,014,225,225,291.6075,16.6589999999997,180
8,357,225,225,55.53918,13.6859999999942,180
8,574,225,270,65.35323,6.28600000000006,180
8,371,225,270,102.1715,16.6109999999971,180
8,370,225,315,119.283,9.36000000000058,180
8,571,225,315,86.63354,17.8179999999993,180
8,873,270,0,90.22469,6.29699999999866,180
8,643,270,0,107.6223,8.54200000000128,180
8,543,270,45,45,14.4689999999973,180
8,543,270,45,135,9.09000000000378,180
8,543,270,45,45,14.4689999999973,180
8,543,270,45,135,9.09000000000378,180
8,546,270,90,95.59933,15.1750000000029,180
8,213,270,90,135,10.1589999999997,180
8,548,270,135,124.1542,20.5489999999991,180
8,216,270,135,127.6879,12.7129999999961,180
8,648,270,180,266.1859,5.05799999999726,180
8,318,270,180,269.7753,8.65499999999884,180
8,547,270,225,268.8767,14.0630000000019,180
8,317,270,225,308.7965,6.69200000000274,180
8,654,270,270,57.41265,10.1940000000031,180
8,321,270,270,60.71697,18.1419999999998,180
8,642,270,315,2.021365,16.7580000000016,180
8,310,270,315,357.9786,7.53399999999965,180
8,741,315,0,96.48811,10.7840000000069,180
8,510,315,0,86.63354,5.9539999999979,180
8,743,315,45,96.48811,11.9559999999983,180
8,513,315,45,72.37771,14.387999999999,180
8,748,315,90,123.5342,20.4150000000009,180
8,516,315,90,89.77531,10.7719999999972,180
8,518,315,135,225,33.0440000000017,180
8,518,315,135,133.6196,20.2869999999966,180
8,518,315,135,225,33.0440000000017,180
8,518,315,135,133.6196,20.2869999999966,180
8,628,315,180,256.9726,6.54099999999744,180
8,306,315,180,257.8286,9.56399999999849,180
8,517,315,225,256.9726,18.7639999999956,180
8,305,315,225,311.9251,14.885000000002,180
8,302,315,270,312.9048,7.80900000000111,180
8,624,315,270,5.599339,19.9159999999974,180
8,851,315,315,57.41265,14.8609999999971,180
8,815,315,315,269.7753,7.79699999999866,180
