session_id,object_position,heading,target,value,time,view_point
10,231,90,270,217.4054,4.97899999999936,180
10,564,90,270,179.7753,18.1000000000058,180
10,784,90,315,225,9.62900000000081,180
10,561,90,315,256.5468,7.11799999999494,180
10,260,135,0,249.9628,4.51599999999598,180
10,580,135,0,247.6199,8.95799999999872,180
10,471,135,45,255.6997,16.2350000000006,180
10,583,135,45,276.4881,16.4149999999936,180
10,476,135,90,269.7753,4.33999999999651,180
10,263,135,90,308.5226,7.79299999999785,180
10,158,135,135,352.1847,13.9490000000005,180
10,185,135,135,88.73818,6.35900000000402,180
10,157,135,180,45,11.4000000000015,180
10,032,135,180,90.22469,7.27100000000064,180
10,031,135,225,193.0274,12.2710000000006,180
10,154,135,225,45,7.69500000000698,180
10,584,135,270,180.2247,16.1849999999977,180
10,261,135,270,211.9447,8.93100000000413,180
10,581,135,315,225,17.8900000000067,180
10,581,135,315,225,9.50099999999657,180
10,581,135,315,225,17.8900000000067,180
10,581,135,315,225,9.50099999999657,180
10,250,180,0,198.0296,4.10899999999674,180
10,683,180,0,170.8659,10.5390000000043,180
10,170,180,45,258.2586,5.15400000000227,180
10,170,180,45,260.8659,4.37700000000041,180
10,170,180,45,258.2586,5.15400000000227,180
10,170,180,45,260.8659,4.37700000000041,180
10,172,180,90,287.6223,4.43300000000454,180
10,253,180,90,135,5.09700000000157,180
10,023,180,135,243.8861,11.2190000000046,180
10,256,180,135,180.2247,10.9300000000003,180
10,368,180,180,349.992,5.61800000000221,180
10,052,180,180,175.6013,11.7309999999998,180
10,174,180,225,72.37771,11,180
10,024,180,225,99.13409,3.9539999999979,180
10,382,180,270,89.77531,5.44200000000274,180
10,684,180,270,95.59933,7.26900000000023,180
10,380,180,315,104.3003,22.0180000000037,180
10,682,180,315,101.7414,15.5579999999973,180
10,572,225,0,103.4532,26.7869999999966,180
10,570,225,0,225,9.41799999999785,180
10,140,225,45,177.0816,14.512999999999,180
10,573,225,45,256.5468,19.1749999999956,180
10,142,225,90,241.7529,8.81599999999889,180
10,576,225,90,290.0372,6.11699999999837,180
10,148,225,135,245.3532,7.59999999999854,180
10,578,225,135,222.1729,4.76399999999558,180
10,147,225,180,255.6997,6.125,180
10,376,225,180,290.8264,7.39600000000064,180
10,014,225,225,40.39713,8.28899999999703,180
10,357,225,225,312.1729,5.45599999999831,180
10,574,225,270,41.17001,21.023000000001,180
10,371,225,270,60.03782,5.06100000000151,180
10,370,225,315,90.22469,12.1329999999944,180
10,571,225,315,127.4054,11.2549999999974,180
10,873,270,0,103.8775,6.80099999999948,180
10,643,270,0,125.665,3.94999999999709,180
10,543,270,45,135,9.58299999999872,180
10,543,270,45,135,8.63499999999476,180
10,543,270,45,135,9.58299999999872,180
10,543,270,45,135,8.63499999999476,180
10,546,270,90,180.674,14.0209999999934,180
10,213,270,90,135,9.66399999999703,180
10,548,270,135,225,16.515999999996,180
10,216,270,135,202.7633,7.29200000000128,180
10,648,270,180,232.5946,7.19200000000274,180
10,318,270,180,249.1736,5.18600000000151,180
10,547,270,225,269.7753,7.61000000000058,180
10,317,270,225,301.293,5.333000000006,180
10,654,270,270,22.7633,19.5650000000023,180
10,321,270,270,22.84455,3.63700000000244,180
10,642,270,315,247.2759,10.1970000000001,180
10,310,270,315,159.3046,14.4420000000027,180
10,741,315,0,66.85567,20.0940000000046,180
10,510,315,0,149.7017,7.03699999999662,180
10,743,315,45,73.19775,18.7899999999936,180
10,513,315,45,110.0372,11.7860000000001,180
10,748,315,90,205.7505,15.573000000004,180
10,516,315,90,201.9948,13.0149999999994,180
10,518,315,135,191.3099,11.0149999999994,180
10,518,315,135,225,6.62299999999959,180
10,518,315,135,191.3099,11.0149999999994,180
10,518,315,135,225,6.62299999999959,180
10,628,315,180,264.4007,16.6469999999972,180
10,306,315,180,255.6997,8.49300000000221,180
10,517,315,225,177.9786,8.7410000000018,180
10,305,315,225,302.5873,44.0449999999983,180
10,302,315,270,310.6568,20.6440000000002,180
10,624,315,270,27.54513,7.30199999999604,180
10,851,315,315,64.6152,15.3349999999991,180
10,815,315,315,285.9751,11.4809999999998,180
